date_registration,module_presentation_length,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,formng_clicks,oucontent_clicks,homepage_clicks,quiz_clicks,subpage_clicks,resource_clicks,url_clicks,ouwiki_clicks,questionnaire_clicks,glossary_clicks,total_click_bc,total_click_ac,total_click,total_assessment_submissions,total_TMA_submissions,total_CMA_submissions,total_Exam_submissions,late_rate
-72,240,0,3,0,0,60,0,0,117,1,106,73,49,44,5,0,0,1,78,394,394,11,6,5,0,0.636363636
-113,269,1,1,0,1,60,0,0,220,77,144,703,62,10,13,5,3,194,161,380,541,1,1,7,1,0
-121,241,1,1,0,0,60,0,0,80,615,114,617,165,24,13,35,9,2,74,1631,1631,12,5,7,1,0.416666667
-53,240,1,2,0,1,120,0,1,1698,3231,1025,1826,516,35,45,64,27,1,835,7717,8552,12,5,7,1,0
-51,241,1,2,0,0,60,0,1,183,509,192,713,119,11,16,1,3,4,38,1751,1751,12,5,7,1,0
-60,268,0,1,1,1,60,0,0,4,1,17,84,11,5,14,0,0,2,28,24,52,1,1,5,0,1
-32,269,1,2,0,0,60,0,1,144,452,226,512,143,13,12,2,7,2,170,1341,1511,12,5,7,1,0
-77,262,0,2,0,0,60,0,0,11,54,79,615,6,2,2,1,7,36,24,171,195,2,2,7,1,0
-103,241,0,1,1,0,30,0,0,1,3,3,1,2,1,14,128,7,16,5,9,9,1,1,6,1,0
-53,269,1,2,0,0,60,0,0,17,26,252,1218,49,128,5,0,7,1,51,1644,1695,9,4,4,1,0.444444444
-17,241,0,1,0,0,30,0,1,14,103,32,59,22,9,14,128,7,1,79,240,240,7,3,4,1,0
-110,268,1,3,1,0,60,0,1,30,499,212,0,152,52,53,0,0,2,49,949,998,5,5,0,0,0.2
-24,241,0,1,0,0,100,0,1,134,533,314,159,36,18,31,141,7,53,117,1250,1367,4,4,7,1,0
-108,268,1,1,0,0,90,0,1,219,761,329,709,220,17,13,18,4,4,106,2203,2309,12,5,7,1,0.083333333
-132,268,0,2,0,0,60,1,1,28,3,23,74,9,3,54,0,0,2,84,140,140,11,6,5,0,0.454545455
-32,262,0,2,0,0,60,0,1,42,32,65,615,39,7,3,10,7,12,40,155,195,6,5,7,1,0.5
-29,261,0,2,0,0,30,0,1,43,278,129,125,15,4,14,128,7,10,3,594,594,9,3,6,1,0
-36,268,0,2,0,0,60,0,1,46,24,129,74,26,13,6,0,0,3,9,309,318,11,6,5,0,0.454545455
-25,240,1,2,0,0,60,0,0,37,64,95,615,36,26,14,6,7,2,46,240,286,7,3,4,1,0.571428571
-185,268,1,1,0,0,60,0,1,154,819,339,204,38,16,53,928,7,53,23,2534,2557,4,4,7,1,0
-143,261,1,1,0,0,60,0,0,408,375,283,615,86,42,4,109,7,7,12,1301,1313,7,6,7,1,0
-28,269,1,3,0,0,120,0,1,962,747,474,574,348,61,18,10,3,1,165,3042,3207,12,5,7,1,0.083333333
-38,269,1,2,0,0,30,0,0,19,62,132,273,80,134,5,0,7,1,57,653,710,5,1,3,1,0.6
-27,262,0,1,1,0,60,0,1,43,1172,157,71,10,47,1,0,12,1,24,1490,1514,5,5,5,0,0.2
-8,262,0,1,1,0,120,0,1,111,550,267,182,79,37,1,0,13,4,85,1168,1253,5,5,5,0,0
-169,261,1,1,1,0,60,0,1,837,54,322,615,243,49,49,144,7,116,122,1618,1740,7,6,7,1,0
-113,269,1,2,0,0,60,0,1,641,2016,590,131,22,47,34,308,7,53,143,3673,3816,4,4,7,1,0
-94,262,1,2,0,1,60,0,1,321,49,164,615,72,41,5,14,7,23,152,504,656,7,6,7,1,0
-18,269,0,2,0,0,60,0,1,6,198,509,2014,185,187,14,0,7,1,1,3125,3126,9,4,4,1,0.444444444
-144,262,0,2,0,0,60,0,1,96,246,171,159,37,36,2,0,8,1,4,750,754,5,5,5,0,0
-29,269,1,1,0,0,60,0,1,70,24,183,694,227,94,7,0,7,1,62,1237,1299,9,4,4,1,0.555555556
-157,268,1,2,0,0,60,0,0,99,242,67,122,80,7,1,6,12,2,36,630,630,3,2,1,1,0.666666667
-51,234,0,1,0,0,60,1,1,90,15,64,85,28,39,5,0,0,11,6,321,327,11,6,5,0,0.909090909
-29,234,0,2,0,1,180,0,1,146,21,242,75,147,95,35,0,0,1,12,750,762,10,6,4,0,0.6
-64,240,1,2,0,0,60,0,1,238,73,235,615,80,32,42,45,7,11,87,697,784,10,4,5,1,0.5
-72,268,1,3,0,1,90,0,0,303,13,3,267,3,13,6,92,10,2,203,19,19,3,3,2,1,0
-51,241,1,1,1,0,90,0,1,139,633,301,503,268,141,13,0,7,1,55,1945,2000,9,4,4,1,0.444444444
-43,268,0,1,1,0,60,1,0,32,1,29,69,22,14,16,0,0,1,1,115,116,1,1,4,0,0
-43,268,0,1,0,0,60,0,1,985,66,505,143,147,106,34,0,0,7,94,1993,1993,11,6,5,0,0.454545455
-64,268,0,1,1,0,60,0,1,6069,28,1378,131,49,31,76,0,0,2,177,7592,7769,11,6,5,0,0.454545455
-23,241,1,1,0,0,60,0,1,344,275,758,615,734,251,120,246,7,1,257,2546,2803,7,6,7,1,0
-25,269,1,2,0,0,60,0,1,184,932,338,493,259,163,14,14,1,1,179,2255,2434,12,5,7,1,0.083333333
-101,269,1,2,1,0,120,0,1,234,95,415,587,181,294,12,0,7,1,202,1624,1826,9,4,4,1,0.444444444
-67,268,0,2,1,0,60,0,1,113,831,444,204,36,8,116,153,7,53,117,1795,1912,4,4,7,1,0
-136,268,0,2,1,0,60,0,1,567,3559,793,705,590,68,63,59,34,3,154,6360,6514,12,5,7,1,0.166666667
-88,240,0,1,0,0,60,0,1,306,1,333,121,54,20,19,0,0,1,88,766,854,10,5,5,0,0.5
-23,269,1,3,0,1,90,0,1,5,3,99,299,41,25,6,0,7,1,1,478,479,9,4,4,1,0.666666667
-22,240,1,1,0,0,60,0,1,1143,1,302,121,88,67,12,0,0,2,9,1730,1739,11,6,5,0,0.545454545
-52,268,1,1,0,0,90,0,1,265,986,359,778,261,39,25,32,4,1,147,2622,2769,12,5,7,1,0
-36,261,1,4,0,1,60,0,1,300,111,269,615,117,32,19,100,7,3,100,870,970,7,6,7,1,0.285714286
-29,241,1,4,1,0,60,0,1,95,91,117,312,80,160,4,0,7,1,41,818,859,9,4,4,1,0.444444444
-57,269,0,3,0,0,120,0,1,80,137,67,0,65,8,18,0,0,13,1,374,375,5,5,0,0,0
-53,241,1,2,0,0,75,0,1,321,1817,412,627,309,34,30,28,35,4,45,3617,3662,12,5,7,1,0
-3,268,0,1,0,0,60,0,1,98,13,24,70,33,4,5,0,0,2,28,196,196,10,5,5,0,0.7
-73,240,0,1,0,0,60,0,1,117,1,220,114,32,17,31,0,0,9,31,501,532,9,5,4,0,0.777777778
-58,262,0,2,1,0,60,1,0,116,79,366,615,366,125,40,1,7,10,1,1192,1193,7,6,7,1,0.285714286
-17,241,1,3,0,0,60,0,0,3,103,45,82,6,1,10,69,7,53,14,250,250,1,1,7,1,0
-23,269,1,1,0,0,90,0,0,1,152,234,445,203,99,5,0,7,1,10,1135,1145,7,2,4,1,0.857142857
-144,241,1,2,0,0,60,0,1,223,483,325,496,79,60,3,0,7,1,10,1661,1671,9,4,4,1,0.444444444
-29,240,1,1,1,0,70,0,1,150,424,927,615,665,221,345,267,7,1,195,2990,3185,14,6,7,1,0.571428571
-29,268,1,3,0,0,120,0,1,71,585,200,0,30,4,6,0,0,4,14,887,901,5,5,0,0,0.2
-60,268,1,1,0,0,90,1,0,62,264,147,1,125,16,2,35,12,3,30,636,666,3,3,7,1,0.333333333
-107,269,1,1,0,0,90,0,1,180,99,137,551,69,12,4,1,6,3,14,1042,1056,12,5,7,1,0.583333333
-79,269,1,1,0,0,60,0,1,137,456,103,79,5,5,9,7,7,53,100,708,808,4,4,7,1,0.25
-169,261,1,1,0,0,60,0,1,182,298,328,615,212,57,32,104,7,2,42,1190,1232,7,6,7,1,0
-78,261,0,2,0,0,30,0,1,20,67,63,86,14,2,14,128,7,3,17,255,255,9,3,6,1,0
-109,262,0,1,0,0,60,0,1,744,215,584,615,304,105,34,14,7,12,95,1960,2055,7,6,7,1,0
-39,261,1,2,0,1,120,1,1,34,223,121,615,131,21,7,2,7,456,1,545,546,7,6,7,1,0
-5,269,1,2,0,0,150,0,1,1,4,101,285,33,14,6,0,7,1,4,440,444,9,4,4,1,0.444444444
-57,262,0,1,0,1,60,0,1,7,450,149,104,22,30,1,0,5,1,92,678,770,5,5,5,0,0.4
-107,262,1,3,1,0,130,0,1,160,161,210,615,35,19,5,14,7,17,35,575,610,5,4,7,1,0
-37,269,1,3,0,0,60,0,1,94,1091,258,1141,242,32,12,17,19,1,149,2908,2908,12,5,7,1,0.333333333
-25,269,1,3,0,0,120,0,0,13,7,146,698,133,88,9,0,7,1,2,1094,1094,5,3,1,1,0.6
-72,241,1,2,0,0,30,0,1,102,45,133,131,66,72,10,0,7,1,17,545,562,4,4,3,1,0.75
-65,241,1,1,0,0,60,1,1,403,128,365,615,196,57,55,43,7,6,136,1141,1277,7,6,7,1,0.142857143
-73,262,0,2,0,0,60,0,1,158,245,60,121,3,6,2,0,15,1,150,317,317,5,5,5,0,0.2
-135,269,1,3,1,0,60,0,0,140,390,161,170,156,584,7,0,7,1,1,1610,1611,8,4,3,1,0.625
-7,269,1,2,0,1,120,1,1,205,500,381,857,282,84,33,3,38,4,64,2306,2370,11,5,6,1,0.363636364
-30,234,1,2,1,0,60,0,0,103,30,161,50,96,77,29,0,0,1,42,504,546,8,5,3,0,0.75
-58,234,0,1,0,0,120,1,1,2,7,82,69,8,33,2,0,0,6,12,158,170,11,6,5,0,0.454545455
-50,261,0,1,0,0,30,0,1,84,150,57,77,5,9,14,128,7,1,2,372,374,9,3,6,1,0
-79,241,1,1,0,1,60,1,1,86,561,92,70,2,4,16,116,7,53,23,926,949,4,4,7,1,0
-96,240,0,1,0,0,60,0,0,578,1,205,113,98,46,11,0,0,1,7,1044,1051,9,5,4,0,1
-45,268,1,2,0,3,90,0,1,59,1199,373,693,276,20,10,5,11,1,35,2628,2663,12,5,7,1,0.333333333
-29,268,0,2,0,0,60,0,1,623,23,114,72,23,21,17,0,0,4,9,890,899,11,6,5,0,0.545454545
-88,268,1,2,0,0,120,0,0,145,39,63,100,30,17,2,1,3,2,20,381,401,3,2,1,1,0.333333333
-32,268,1,2,0,0,60,0,1,106,617,212,506,118,16,4,3,3,2,184,1595,1595,11,4,7,1,0.272727273
-150,268,1,3,0,0,120,0,0,92,370,67,103,16,2,12,37,7,53,13,702,702,4,4,7,1,0
-24,241,1,1,1,0,60,0,0,611,366,300,428,118,42,23,89,9,1,19,1988,2007,9,4,5,1,0
-50,234,0,2,0,0,60,0,0,277,3,89,82,2,1,2,0,0,1,4,6,6,11,6,5,0,0.454545455
-79,240,1,3,0,0,60,0,1,227,3541,795,623,495,76,77,76,41,1,251,5824,6075,12,5,7,1,0.083333333
-60,269,0,2,0,0,90,0,0,213,285,92,8,86,19,3,9,33,3,1,719,720,3,3,7,1,0
-29,261,0,1,1,0,30,0,1,246,220,157,102,33,42,14,128,7,10,20,780,800,9,3,6,1,0
-23,241,1,1,0,0,60,0,0,174,413,184,229,129,17,1,9,3,1,64,1100,1164,4,3,1,1,0
-73,240,0,2,0,0,60,0,1,352,235,503,615,342,94,98,127,7,18,144,1649,1793,14,6,7,1,0.5
-138,268,1,1,0,0,60,0,0,47,43,68,108,25,3,3,427,7,53,19,281,300,1,1,7,1,0
-30,268,1,2,0,0,60,0,1,143,535,169,86,27,10,19,79,7,53,25,1047,1072,4,4,7,1,0
-138,268,1,1,1,0,60,0,1,2096,455,1148,0,208,15,77,0,0,1,359,3648,4007,5,5,0,0,0
-31,268,0,1,0,0,60,0,0,174,173,196,141,151,35,29,4,11,3,157,779,936,3,2,1,1,0.666666667
-60,261,0,2,0,0,30,0,1,53,64,78,112,16,23,14,128,7,4,36,310,346,9,3,6,1,0
-10,240,0,1,1,0,60,0,0,30,7,20,2912,5,108,126,63,35,1,1309,72,72,12,5,7,1,0
-27,240,1,1,0,0,60,0,1,193,1,142,86,15,25,12,0,0,8,27,446,473,11,6,5,0,0.454545455
-17,241,1,3,1,0,60,0,1,236,1750,283,548,234,20,16,46,6,1,61,3129,3190,12,5,7,1,0
-14,269,1,2,1,0,60,0,0,142,37,82,165,94,51,8,0,7,1,3,585,588,3,1,2,1,1
-97,234,0,1,0,0,60,0,1,215,44,171,113,127,155,14,0,0,11,35,804,839,11,6,5,0,0.545454545
-59,262,1,1,0,0,60,0,0,43,165,170,615,115,49,18,17,7,10,84,500,584,7,6,7,1,0.285714286
-63,268,0,2,0,2,120,0,0,25,63,55,474,81,11,1,13,4,1,10,716,716,7,3,4,1,0.142857143
-109,241,1,1,1,0,30,0,1,1223,469,715,1440,480,168,27,0,7,1,270,4255,4525,9,4,4,1,0.666666667
-109,269,1,1,0,0,90,0,1,203,1145,267,809,226,37,4,5,3,1,70,2646,2716,11,4,7,1,0.181818182
-60,261,1,2,0,0,60,0,0,161,166,142,615,84,17,8,38,7,53,34,637,671,4,4,7,1,0
-81,269,0,2,0,0,60,1,1,135,28,191,571,112,115,13,0,7,1,83,1086,1169,9,4,4,1,0.444444444
-53,268,0,3,1,0,60,0,1,96,13,128,48,143,112,7,0,0,4,1,546,547,7,4,3,0,0.571428571
-121,241,1,2,0,0,60,0,0,39,22,35,615,33,6,1,3,7,5,79,61,140,2,2,7,1,0
-25,262,0,1,1,0,90,0,1,117,551,249,102,35,31,4,0,12,1,66,1043,1109,5,5,5,0,0
-156,261,0,1,1,0,30,0,1,355,267,142,145,30,11,14,128,7,7,200,757,957,9,3,6,1,0
-58,240,0,1,0,0,60,0,0,13,121,73,615,124,101,82,57,7,19,260,541,541,8,2,6,1,0.875
-81,269,1,3,0,0,30,0,0,23,7,25,1,10,7,14,128,7,3,76,50,50,3,3,6,1,0.666666667
-60,268,0,2,0,0,60,0,1,510,12,279,86,24,20,5,0,0,3,30,913,943,10,6,4,0,0.5
-38,268,1,1,0,0,60,0,0,3,45,21,9,22,8,1,7,6,1,96,105,105,2,2,1,1,0
-60,268,1,2,0,0,60,0,1,171,1110,308,844,277,111,36,21,10,1,128,2790,2918,12,5,7,1,0.666666667
-86,268,1,1,1,0,60,0,1,1151,2358,762,845,580,75,79,69,41,1,394,5673,6067,12,5,7,1,0
-169,261,0,2,0,1,60,0,0,100,56,123,615,73,172,8,9,7,2,60,315,375,2,2,7,1,0
-52,241,1,1,0,0,60,0,0,44,7,19,44,12,8,1,0,7,1,10,81,91,1,4,1,1,1
-107,261,0,1,1,0,30,0,1,1,14,21,98,23,5,14,128,7,2,14,162,162,8,2,6,1,0.375
-147,262,0,3,0,0,60,0,1,206,1277,374,285,94,53,4,0,17,11,241,2114,2355,5,5,5,0,0
4,240,1,2,1,0,60,0,1,1198,1425,598,621,276,50,45,38,21,2,110,4372,4372,12,5,7,1,0.166666667
-136,268,1,1,0,0,90,0,1,156,858,286,164,39,30,57,527,7,53,170,1962,2132,4,4,7,1,0
-109,240,1,1,0,0,60,0,0,181,216,176,945,211,17,17,1,18,1,67,1708,1775,6,3,3,1,0.166666667
-29,268,0,2,0,1,60,0,0,255,11,143,94,77,58,35,0,0,1,10,664,674,6,3,3,0,0
-36,261,1,1,0,0,30,0,1,85,292,77,114,6,18,14,128,7,13,7,598,605,9,3,6,1,0.111111111
-32,268,0,2,0,0,90,0,1,103,296,160,583,114,13,11,18,9,4,31,1258,1289,12,5,7,1,0
-134,269,1,2,1,0,60,0,0,1197,249,686,636,134,50,9,0,7,1,72,2919,2991,9,4,4,1,0.444444444
-52,269,1,2,0,0,60,0,1,141,1382,456,136,34,40,44,226,7,53,3,2470,2473,4,4,7,1,0
-42,261,0,1,0,0,30,0,1,1,161,71,71,12,22,14,128,7,5,7,331,338,7,3,4,1,0.142857143
-52,269,1,2,0,0,60,0,1,764,1632,914,607,375,32,111,24,27,6,104,4412,4516,12,5,7,1,0
-63,268,1,2,1,0,60,0,1,2793,1607,1821,758,473,66,28,59,13,1,540,7125,7665,12,5,7,1,0
-22,241,1,2,1,0,60,0,0,83,1087,281,974,250,25,15,36,6,1,115,2656,2771,8,4,4,1,0
-52,234,0,1,0,0,60,0,1,491,69,411,94,174,206,39,0,0,5,15,1471,1486,11,6,5,0,0.727272727
-28,268,0,2,0,0,120,0,1,86,22,44,72,17,21,2,0,0,1,43,225,268,11,6,5,0,0.454545455
-120,268,0,1,1,0,60,0,0,14,8,29,54,10,3,1,0,0,1,84,119,119,10,6,4,0,0.5
-36,241,0,3,1,0,135,0,0,10,2,26,165,30,33,1,0,7,1,6,267,267,2,1,2,1,1
-40,241,1,4,1,0,30,0,1,218,9,168,688,91,44,18,0,7,1,4,1232,1236,9,4,4,1,0.444444444
-17,268,0,1,0,0,60,0,1,1584,47,206,101,27,18,19,0,0,1,7,1996,2003,11,6,5,0,0.454545455
-185,241,0,3,0,0,120,0,1,66,20,134,2,38,35,4,0,7,1,1763,280,280,5,4,4,1,0
-46,268,0,2,0,0,60,0,1,1,11,70,74,15,3,8,0,0,4,29,153,182,11,6,5,0,0.545454545
-12,241,1,1,0,0,60,0,1,296,332,435,615,109,59,8,84,7,2,170,1156,1326,7,6,7,1,0
-103,261,1,3,1,0,60,0,1,501,82,304,615,218,51,22,88,7,15,93,1210,1303,7,6,7,1,0
-89,240,1,3,0,0,60,0,0,148,538,147,604,145,37,20,19,3,3,15,1655,1670,10,3,7,1,0.8
-117,268,1,2,0,0,40,0,1,125,838,325,145,55,21,4,306,7,53,116,1706,1822,4,4,7,1,0
-87,268,1,2,0,0,60,0,0,160,222,155,589,115,17,11,5,13,3,92,1200,1292,9,4,5,1,0
-196,268,0,3,0,1,120,0,0,122,5,145,77,59,15,21,0,0,1,91,353,444,11,6,5,0,0.636363636
-127,268,1,3,0,0,120,0,1,389,979,610,0,219,16,111,0,0,4,303,2025,2328,5,5,0,0,0
59,234,0,1,0,4,180,0,0,3,1,40,63,4,9,3,0,0,6,12,120,120,6,4,2,0,0.5
-59,234,0,2,1,0,120,0,1,67,33,189,117,118,65,17,0,0,3,39,567,606,11,6,5,0,0.636363636
-63,268,0,1,0,0,90,0,1,1326,99,765,155,228,98,30,0,0,9,123,2596,2719,11,6,5,0,0.545454545
-208,240,0,2,0,0,60,0,1,4410,4,1500,158,60,39,51,0,0,5,109,6120,6229,11,6,5,0,0.454545455
-141,261,0,2,0,0,30,0,1,84,823,207,73,14,61,14,128,7,19,26,1255,1281,7,3,4,1,0
-35,268,0,1,0,0,60,0,0,15,4,5,585,2,53,10,11,18,5,2,24,26,10,5,5,1,0.4
-52,268,1,1,1,0,60,0,1,472,748,719,0,121,31,32,0,0,1,262,1867,2129,5,5,0,0,0
-28,268,0,3,0,0,60,0,1,556,2949,456,889,333,45,50,32,40,6,61,5371,5432,12,5,7,1,0
-58,268,1,2,0,0,70,1,1,41,317,140,769,107,20,8,2,1,1,194,1228,1422,12,5,7,1,0.083333333
-79,268,1,2,0,0,60,0,1,472,289,344,934,297,33,21,5,23,12,161,2246,2407,12,5,7,1,0.166666667
-50,241,1,0,0,0,90,0,0,29,181,95,753,56,7,2,2,9,1,8,372,380,2,2,3,1,0
-29,241,1,1,0,0,120,0,0,28,102,70,1,72,13,5,29,3,1,70,224,294,2,2,7,1,0
-28,268,1,1,1,0,60,0,0,16,15,6,3,2,1,1,0,0,1,7,26,26,2,2,5,0,0
-109,240,0,2,0,1,120,0,1,429,1,281,101,53,34,15,0,0,1,100,841,941,11,6,5,0,0.454545455
-113,269,1,2,0,0,60,0,1,512,132,299,84,31,17,62,266,7,53,3,1426,1429,4,4,7,1,0.75
-75,234,0,1,1,1,120,0,1,88,50,72,70,27,8,11,0,0,6,13,313,326,11,6,5,0,0.636363636
-310,240,1,1,0,0,60,1,1,573,301,1256,615,478,183,327,76,7,83,79,3210,3289,14,6,7,1,0.642857143
-25,268,0,2,0,0,90,0,1,115,20,151,68,24,14,6,0,0,1,24,374,398,11,6,5,0,0.727272727
-16,240,0,2,0,0,120,0,0,23,1,17,1,5,4,2,0,0,4,24,53,53,1,1,5,0,1
-24,269,0,1,0,0,120,0,0,29,506,239,727,70,32,5,0,7,1,17,1592,1609,9,4,4,1,0.555555556
-10,240,0,2,0,0,60,0,1,459,2,180,78,19,10,7,0,0,3,63,693,756,9,4,5,0,0.888888889
-91,269,1,1,0,0,60,0,1,378,510,641,732,251,139,15,0,7,1,86,2583,2669,9,4,4,1,0.555555556
-99,262,0,1,0,0,60,0,1,38,271,98,121,15,17,2,0,12,2,23,555,578,5,5,5,0,0
-9,240,1,1,0,0,120,0,0,285,62,46,615,46,6,2,99,7,247,19,147,166,2,1,1,1,0.5
-77,269,1,2,0,0,90,0,1,1091,345,112,170,172,176,26,0,7,1,291,712,1003,5,3,1,1,0.8
-120,268,0,2,1,0,60,0,1,21,9,30,60,11,13,1,0,0,4,3,145,145,11,6,5,0,0.454545455
-73,269,1,2,1,0,30,0,1,118,356,152,92,13,10,14,128,7,6,95,747,747,8,2,6,1,0
-23,269,1,2,0,1,120,0,1,262,1947,546,915,325,55,31,13,3,6,104,4022,4126,12,5,7,1,0
-99,269,1,3,0,0,120,0,1,711,650,445,169,47,25,82,524,7,53,281,2378,2659,4,4,7,1,0
-23,269,0,1,1,0,30,0,1,105,776,328,108,82,168,14,128,7,23,68,1522,1590,9,3,6,1,0.111111111
-61,268,1,2,0,0,120,0,1,19,248,147,0,88,4,37,0,0,1,6,537,543,5,5,0,0,0.2
-109,268,0,2,0,0,60,0,1,77,15,91,90,20,20,14,0,0,1,21,307,328,11,6,5,0,0.454545455
-43,261,0,1,0,0,30,0,1,79,260,109,106,24,8,14,128,7,1,3,583,586,9,3,6,1,0
-25,268,0,3,1,0,60,0,1,378,9,199,139,31,2,10,0,0,2,9,761,770,11,6,5,0,0.454545455
-20,269,1,2,1,0,90,0,0,17,96,304,837,151,146,9,0,7,1,50,1531,1581,9,4,4,1,0.444444444
-24,240,1,3,0,0,120,0,1,97,1,89,79,55,43,3,0,0,3,8,362,370,10,5,5,0,0.5
-65,240,1,1,1,0,60,0,0,41,4,11,86,1,62,29,0,0,4,8,45,53,1,1,4,0,0
-32,234,0,1,0,1,120,0,1,58,10,23,114,1,14,1,0,0,2,66,149,149,11,6,5,0,0.454545455
-64,269,1,1,0,0,60,0,1,151,2362,391,757,227,27,27,24,15,1,90,3907,3997,12,5,7,1,0.083333333
-34,269,0,2,0,1,90,0,0,55,280,168,714,106,41,16,15,3,3,21,1362,1383,12,5,7,1,0.166666667
-75,241,1,3,0,0,60,0,1,49,1,89,796,53,30,6,0,7,1,93,933,1026,9,4,4,1,0.444444444
-73,240,0,1,1,4,120,0,1,63,1,51,66,27,8,6,0,0,5,155,221,221,11,6,5,0,0.545454545
-93,240,0,2,0,0,60,0,0,813,390,1233,615,953,207,90,397,7,5,179,4028,4207,14,6,7,1,0.5
-101,269,0,2,0,0,30,0,1,451,2113,394,121,28,24,49,616,7,53,255,3547,3802,4,4,7,1,0
-81,261,0,2,0,0,60,0,1,592,389,598,615,558,92,46,252,7,30,389,2192,2581,7,6,7,1,0
-29,268,0,4,1,0,60,0,1,5,344,174,0,157,37,40,0,0,1,28,729,757,5,5,0,0,0
-46,268,0,1,0,0,60,0,1,65,11,175,137,4,2,1,0,0,20,1,394,395,11,6,5,0,0.454545455
-93,240,0,1,0,0,60,0,0,2,1,4,92,11,8,1,0,0,2,17,26,26,11,6,5,0,0.454545455
-22,241,1,3,1,0,60,0,1,141,720,517,237,62,14,138,463,7,53,38,2263,2301,4,4,7,1,0.25
-46,269,1,1,0,1,120,0,0,312,42,26,7,12,14,1,131,3,1,10,79,89,5,3,2,1,0
-143,268,0,2,0,1,60,0,0,10,6,118,72,66,49,32,0,0,1,1,354,354,7,3,4,0,0.714285714
-45,261,0,2,0,0,30,1,0,18,657,5,93,63,1,14,128,7,3,18,6,24,8,3,5,1,0.125
-52,268,0,2,0,0,150,0,1,247,234,108,0,36,12,5,0,0,4,114,532,646,5,5,0,0,0
-22,241,1,1,0,3,150,0,0,103,283,238,615,179,56,30,2,7,2,60,844,904,4,4,7,1,0
-1,269,0,1,0,1,30,0,0,2,12,12,85,14,4,14,128,7,1,10,44,44,1,1,5,1,0
-29,268,0,3,0,0,60,0,1,167,24,95,64,14,13,6,0,0,2,25,334,359,11,6,5,0,0.818181818
-70,262,0,1,0,0,120,0,0,15,282,117,7,22,56,1,0,13,1,1,499,500,4,4,5,0,0.25
-24,262,1,2,0,0,60,0,0,5,148,74,615,10,40,3,14,7,9,15,274,289,5,5,7,1,0.4
-32,234,1,1,0,1,180,1,1,705,23,213,70,57,39,48,0,0,2,28,1129,1157,9,4,5,0,0.888888889
-58,269,1,2,0,0,60,0,1,241,1180,768,198,31,10,107,886,7,53,68,3353,3421,4,4,7,1,0
5,262,0,2,1,0,60,0,1,46,318,155,66,17,25,1,0,4,4,472,631,631,5,5,5,0,0.4
-57,261,0,2,0,0,30,0,1,71,663,161,128,29,21,14,128,7,3,30,1076,1076,9,3,6,1,0
-30,269,1,3,1,0,60,0,1,1485,188,1067,2933,305,98,14,0,7,1,428,5673,6101,9,4,4,1,0.444444444
-36,240,0,1,0,0,60,0,0,47,1,28,28,3,13,3,0,0,4,11,109,109,4,2,2,0,0.75
-65,240,0,2,0,0,60,0,1,375,4,140,60,88,57,10,0,0,4,105,631,736,10,6,4,0,0.7
-78,269,1,1,0,0,60,0,1,162,400,196,93,69,20,37,368,7,53,289,1056,1345,4,4,7,1,0
-29,234,0,3,0,0,120,0,0,25,22,28,33,17,5,10,0,0,1,22,96,118,4,2,2,0,0.75
-198,261,1,1,1,1,60,0,1,136,68,245,615,266,96,15,77,7,51,79,933,1012,7,6,7,1,0
-114,269,1,3,0,0,120,0,1,101,1509,448,0,94,14,23,0,0,6,455,1741,2196,5,5,0,0,0
-86,241,1,1,1,0,90,0,1,60,602,382,159,38,30,54,85,7,53,54,1364,1418,3,3,7,1,0
-130,241,1,3,0,0,90,0,1,234,10,273,945,169,89,11,0,7,1,70,1663,1733,9,4,4,1,0.444444444
-32,269,1,1,1,0,60,0,1,125,598,327,99,42,18,26,190,7,53,75,1351,1426,4,4,7,1,0
-161,240,0,1,0,1,120,0,0,147,4,96,168,7,4,1,0,0,3,9,423,423,11,6,5,0,0.636363636
-43,268,0,1,0,0,60,0,1,28,16,73,72,54,40,5,0,0,1,20,289,289,11,6,5,0,0.545454545
-24,261,0,2,1,0,30,0,1,15,315,134,226,7,4,14,128,7,14,12,701,701,8,2,6,1,0.125
-10,269,1,1,0,0,30,0,1,133,216,184,109,7,6,27,152,7,53,10,825,835,4,4,7,1,0
-65,240,0,2,0,0,60,0,1,754,2,178,82,67,28,9,0,0,7,40,1089,1129,11,6,5,0,0.545454545
-151,262,0,2,0,0,60,0,1,161,301,148,196,60,35,3,0,13,1,138,766,904,5,5,5,0,0
-30,268,0,3,0,0,60,0,1,563,79,582,110,121,54,110,0,0,1,217,1404,1621,11,6,5,0,0.454545455
-58,241,0,0,0,0,60,0,1,2,3,131,347,58,46,9,0,7,1,17,582,599,6,2,3,1,0.5
-101,241,0,2,0,0,90,0,0,27,44,105,280,81,37,10,0,7,1,33,507,540,4,1,3,1,1
-44,269,0,1,0,0,30,1,0,63,74,84,34,63,42,14,128,7,2,56,306,362,2,1,1,1,0.5
-27,240,1,2,0,0,60,0,1,480,347,437,555,279,133,32,20,7,8,470,1839,2309,12,5,7,1,0
-29,241,0,2,1,1,180,0,1,190,62,269,615,307,96,38,101,7,4,91,996,1087,7,6,7,1,0
-144,268,1,1,0,0,30,0,0,61,62,36,85,1,10,2,139,7,53,48,199,247,1,1,7,1,0
